CMDLINE C:\Python310\python.exe main.py
MEM 404.500000 1723477405.1252
MEM 403.613281 1723477405.2343
MEM 404.503906 1723477405.3464
MEM 404.503906 1723477405.4556
MEM 404.503906 1723477405.5649
MEM 404.507812 1723477405.6736
MEM 403.625000 1723477405.7834
MEM 404.519531 1723477405.8927
MEM 403.636719 1723477406.0024
MEM 404.519531 1723477406.1114
MEM 404.519531 1723477406.2222
MEM 404.515625 1723477406.3332
MEM 404.515625 1723477406.4432
MEM 404.515625 1723477406.5512
MEM 404.515625 1723477406.6611
MEM 404.515625 1723477406.7708
MEM 404.523438 1723477406.8812
MEM 404.527344 1723477406.9932
MEM 403.644531 1723477407.1056
MEM 404.527344 1723477407.2172
MEM 404.527344 1723477407.3272
MEM 404.527344 1723477407.4372
MEM 404.527344 1723477407.5472
MEM 403.640625 1723477407.6572
MEM 404.640625 1723477407.7652
MEM 404.269531 1723477407.8748
MEM 404.683594 1723477407.9856
MEM 404.683594 1723477408.0976
MEM 404.683594 1723477408.2076
MEM 404.683594 1723477408.3191
MEM 404.683594 1723477408.4289
MEM 404.683594 1723477408.5391
MEM 404.683594 1723477408.6501
MEM 404.683594 1723477408.7602
MEM 404.687500 1723477408.8714
MEM 404.691406 1723477408.9805
MEM 403.808594 1723477409.0920
MEM 404.695312 1723477409.2020
MEM 404.695312 1723477409.3141
MEM 404.695312 1723477409.4261
MEM 403.808594 1723477409.5351
MEM 404.695312 1723477409.6461
MEM 404.695312 1723477409.7541
MEM 404.695312 1723477409.8631
MEM 404.699219 1723477409.9751
MEM 403.812500 1723477410.0866
MEM 404.707031 1723477410.1971
MEM 404.707031 1723477410.3085
MEM 403.824219 1723477410.4175
MEM 404.707031 1723477410.5265
MEM 404.707031 1723477410.6365
MEM 404.703125 1723477410.7485
MEM 404.707031 1723477410.8601
MEM 404.710938 1723477410.9701
MEM 404.710938 1723477411.0821
MEM 403.824219 1723477411.1941
MEM 404.718750 1723477411.3061
MEM 404.718750 1723477411.4181
MEM 404.718750 1723477411.5301
MEM 403.832031 1723477411.6421
MEM 404.718750 1723477411.7519
MEM 404.718750 1723477411.8621
MEM 404.722656 1723477411.9721
MEM 404.722656 1723477412.0836
MEM 404.726562 1723477412.1956
MEM 404.738281 1723477412.3056
MEM 404.738281 1723477412.4166
MEM 404.738281 1723477412.5276
MEM 404.738281 1723477412.6386
MEM 403.847656 1723477412.7485
MEM 404.738281 1723477412.8589
MEM 404.742188 1723477412.9669
MEM 404.742188 1723477413.0789
MEM 404.742188 1723477413.1902
MEM 403.855469 1723477413.3015
MEM 404.746094 1723477413.4086
MEM 404.753906 1723477413.5156
MEM 403.867188 1723477413.6260
MEM 404.753906 1723477413.7340
MEM 403.863281 1723477413.8457
MEM 404.753906 1723477413.9556
MEM 404.757812 1723477414.0644
MEM 403.867188 1723477414.1720
MEM 404.757812 1723477414.2820
MEM 404.757812 1723477414.3917
MEM 404.761719 1723477414.5020
MEM 403.878906 1723477414.6110
MEM 404.765625 1723477414.7230
MEM 404.765625 1723477414.8340
MEM 404.765625 1723477414.9439
MEM 404.769531 1723477415.0540
MEM 403.878906 1723477415.1654
MEM 404.769531 1723477415.2770
MEM 404.769531 1723477415.3884
MEM 404.769531 1723477415.4995
MEM 404.777344 1723477415.6110
MEM 403.886719 1723477415.7203
MEM 404.777344 1723477415.8300
MEM 404.777344 1723477415.9395
MEM 403.894531 1723477416.0485
MEM 404.781250 1723477416.1576
MEM 404.781250 1723477416.2674
MEM 404.781250 1723477416.3780
MEM 404.781250 1723477416.4894
MEM 404.785156 1723477416.5984
MEM 404.789062 1723477416.7075
MEM 404.789062 1723477416.8160
MEM 404.785156 1723477416.9244
MEM 404.789062 1723477417.0344
MEM 404.792969 1723477417.1424
MEM 404.792969 1723477417.2539
MEM 404.792969 1723477417.3660
MEM 404.792969 1723477417.4774
MEM 403.906250 1723477417.5889
MEM 404.796875 1723477417.7004
MEM 403.910156 1723477417.8114
MEM 404.800781 1723477417.9194
MEM 404.800781 1723477418.0304
MEM 403.914062 1723477418.1418
MEM 404.804688 1723477418.2520
MEM 404.804688 1723477418.3634
MEM 404.800781 1723477418.4734
MEM 404.804688 1723477418.5826
MEM 403.917969 1723477418.6946
MEM 404.828125 1723477418.8046
MEM 404.835938 1723477418.9136
MEM 403.945312 1723477419.0216
MEM 404.839844 1723477419.1307
MEM 404.839844 1723477419.2407
MEM 403.949219 1723477419.3507
MEM 404.835938 1723477419.4606
MEM 403.949219 1723477419.5728
MEM 404.839844 1723477419.6813
MEM 404.839844 1723477419.7923
MEM 404.839844 1723477419.9020
MEM 404.843750 1723477420.0102
MEM 404.843750 1723477420.1186
MEM 403.972656 1723477420.2281
MEM 404.855469 1723477420.3372
MEM 404.855469 1723477420.4463
MEM 404.855469 1723477420.5533
MEM 404.855469 1723477420.6623
MEM 403.972656 1723477420.7723
MEM 404.839844 1723477420.8823
MEM 403.953125 1723477420.9943
MEM 404.839844 1723477421.1043
MEM 404.843750 1723477421.2119
MEM 403.960938 1723477421.3213
MEM 404.843750 1723477421.4323
MEM 404.843750 1723477421.5433
MEM 404.843750 1723477421.6549
MEM 404.843750 1723477421.7633
MEM 403.957031 1723477421.8743
MEM 404.843750 1723477421.9823
MEM 404.847656 1723477422.0924
MEM 404.851562 1723477422.2018
MEM 404.855469 1723477422.3117
MEM 403.972656 1723477422.4201
MEM 404.855469 1723477422.5301
MEM 404.855469 1723477422.6373
MEM 404.855469 1723477422.7458
MEM 404.855469 1723477422.8573
MEM 404.855469 1723477422.9673
MEM 404.855469 1723477423.0747
MEM 403.976562 1723477423.1845
MEM 404.867188 1723477423.2932
MEM 403.984375 1723477423.4025
MEM 404.867188 1723477423.5112
MEM 404.867188 1723477423.6232
MEM 403.984375 1723477423.7351
MEM 404.882812 1723477423.8448
MEM 404.882812 1723477423.9552
MEM 404.886719 1723477424.0672
MEM 404.031250 1723477424.1792
MEM 404.917969 1723477424.2913
MEM 404.992188 1723477424.4012
MEM 405.007812 1723477424.5092
MEM 405.007812 1723477424.6192
MEM 405.007812 1723477424.7292
MEM 405.007812 1723477424.8372
MEM 405.007812 1723477424.9472
MEM 404.125000 1723477425.0593
MEM 404.988281 1723477425.1692
MEM 404.992188 1723477425.2793
MEM 404.109375 1723477425.3908
MEM 404.992188 1723477425.4992
MEM 404.992188 1723477425.6092
MEM 404.992188 1723477425.7192
MEM 404.109375 1723477425.8312
MEM 404.992188 1723477425.9433
MEM 404.992188 1723477426.0552
MEM 404.109375 1723477426.1652
MEM 404.992188 1723477426.2772
MEM 404.996094 1723477426.3883
MEM 404.996094 1723477426.4982
MEM 404.996094 1723477426.6083
MEM 404.113281 1723477426.7203
MEM 404.996094 1723477426.8324
MEM 405.011719 1723477426.9422
MEM 405.011719 1723477427.0522
MEM 405.011719 1723477427.1642
MEM 404.128906 1723477427.2742
MEM 405.015625 1723477427.3802
MEM 405.015625 1723477427.4922
MEM 404.132812 1723477427.6022
MEM 404.949219 1723477427.7142
MEM 405.011719 1723477427.8262
MEM 404.128906 1723477427.9362
MEM 405.011719 1723477428.0482
MEM 405.011719 1723477428.1602
MEM 405.011719 1723477428.2712
MEM 405.015625 1723477428.3802
MEM 405.023438 1723477428.4902
MEM 404.140625 1723477428.6022
MEM 405.003906 1723477428.7122
MEM 405.007812 1723477428.8242
MEM 404.132812 1723477428.9328
MEM 405.015625 1723477429.0428
MEM 405.015625 1723477429.1528
MEM 404.132812 1723477429.2647
MEM 405.023438 1723477429.3747
MEM 405.023438 1723477429.4847
MEM 405.023438 1723477429.5967
MEM 405.023438 1723477429.7087
MEM 404.140625 1723477429.8177
MEM 405.023438 1723477429.9287
MEM 405.023438 1723477430.0387
MEM 404.140625 1723477430.1487
MEM 405.023438 1723477430.2587
MEM 405.023438 1723477430.3687
MEM 405.027344 1723477430.4797
MEM 405.027344 1723477430.5877
MEM 404.144531 1723477430.6987
MEM 405.027344 1723477430.8097
MEM 405.027344 1723477430.9217
MEM 405.027344 1723477431.0337
MEM 405.027344 1723477431.1447
MEM 405.027344 1723477431.2527
MEM 405.027344 1723477431.3627
MEM 404.148438 1723477431.4747
MEM 405.031250 1723477431.5867
MEM 405.031250 1723477431.6977
MEM 404.148438 1723477431.8081
MEM 405.031250 1723477431.9181
MEM 405.031250 1723477432.0301
MEM 405.019531 1723477432.1421
MEM 405.019531 1723477432.2511
MEM 405.019531 1723477432.3581
MEM 405.023438 1723477432.4676
MEM 405.023438 1723477432.5786
MEM 404.140625 1723477432.6887
MEM 405.023438 1723477432.7994
MEM 405.023438 1723477432.9101
MEM 405.023438 1723477433.0191
MEM 405.023438 1723477433.1291
MEM 405.023438 1723477433.2370
MEM 405.023438 1723477433.3476
MEM 405.027344 1723477433.4597
MEM 405.027344 1723477433.5716
MEM 405.027344 1723477433.6836
MEM 405.027344 1723477433.7936
MEM 404.144531 1723477433.9040
MEM 405.027344 1723477434.0146
MEM 405.027344 1723477434.1240
MEM 405.027344 1723477434.2336
MEM 404.144531 1723477434.3440
MEM 405.027344 1723477434.4540
MEM 405.031250 1723477434.5641
MEM 404.148438 1723477434.6761
MEM 405.031250 1723477434.7881
MEM 405.031250 1723477434.8981
MEM 405.031250 1723477435.0102
MEM 405.031250 1723477435.1223
MEM 404.148438 1723477435.2344
MEM 405.031250 1723477435.3466
MEM 405.031250 1723477435.4567
MEM 405.035156 1723477435.5658
MEM 405.035156 1723477435.6749
MEM 405.035156 1723477435.7850
MEM 405.027344 1723477435.8970
MEM 405.027344 1723477436.0090
MEM 404.144531 1723477436.1200
MEM 405.027344 1723477436.2290
MEM 405.027344 1723477436.3406
MEM 404.144531 1723477436.4506
MEM 405.031250 1723477436.5620
MEM 405.035156 1723477436.6740
MEM 405.035156 1723477436.7840
MEM 405.035156 1723477436.8949
MEM 405.035156 1723477437.0031
MEM 405.035156 1723477437.1120
MEM 405.035156 1723477437.2230
MEM 405.042969 1723477437.3300
MEM 405.042969 1723477437.4405
MEM 405.058594 1723477437.5505
MEM 405.058594 1723477437.6625
MEM 404.175781 1723477437.7745
MEM 405.058594 1723477437.8845
MEM 405.058594 1723477437.9945
MEM 405.058594 1723477438.1059
MEM 405.058594 1723477438.2179
MEM 405.058594 1723477438.3279
MEM 405.058594 1723477438.4399
MEM 405.058594 1723477438.5519
MEM 404.179688 1723477438.6639
MEM 405.062500 1723477438.7759
MEM 405.062500 1723477438.8879
MEM 405.062500 1723477438.9985
MEM 405.062500 1723477439.1095
MEM 405.062500 1723477439.2215
MEM 405.062500 1723477439.3335
MEM 405.062500 1723477439.4435
MEM 404.179688 1723477439.5545
MEM 405.066406 1723477439.6629
MEM 405.066406 1723477439.7729
MEM 405.066406 1723477439.8821
MEM 404.761719 1723477439.9935
MEM 405.027344 1723477440.1035
MEM 405.042969 1723477440.2155
MEM 404.160156 1723477440.3255
MEM 405.042969 1723477440.4339
MEM 405.042969 1723477440.5429
MEM 405.046875 1723477440.6539
MEM 405.046875 1723477440.7654
MEM 404.164062 1723477440.8774
MEM 405.046875 1723477440.9874
MEM 405.046875 1723477441.0975
MEM 404.886719 1723477441.2095
MEM 405.046875 1723477441.3199
MEM 405.054688 1723477441.4315
MEM 405.054688 1723477441.5415
MEM 405.058594 1723477441.6514
MEM 405.058594 1723477441.7634
MEM 405.058594 1723477441.8754
MEM 405.058594 1723477441.9874
MEM 404.175781 1723477442.0959
MEM 405.066406 1723477442.2069
MEM 405.066406 1723477442.3184
MEM 405.066406 1723477442.4304
MEM 405.066406 1723477442.5401
MEM 405.070312 1723477442.6504
MEM 405.074219 1723477442.7594
MEM 405.007812 1723477442.8678
MEM 405.058594 1723477442.9774
MEM 405.058594 1723477443.0895
MEM 404.175781 1723477443.2016
MEM 405.062500 1723477443.3118
MEM 405.062500 1723477443.4234
MEM 405.062500 1723477443.5309
MEM 404.179688 1723477443.6392
MEM 405.070312 1723477443.7493
MEM 405.070312 1723477443.8593
MEM 405.074219 1723477443.9694
MEM 405.074219 1723477444.0794
MEM 405.074219 1723477444.1914
MEM 405.078125 1723477444.3034
MEM 405.078125 1723477444.4134
MEM 405.078125 1723477444.5234
MEM 405.078125 1723477444.6334
MEM 405.082031 1723477444.7434
MEM 405.082031 1723477444.8554
MEM 404.199219 1723477444.9674
MEM 405.082031 1723477445.0794
MEM 405.082031 1723477445.1893
MEM 405.082031 1723477445.2993
MEM 405.082031 1723477445.4113
MEM 405.082031 1723477445.5205
MEM 405.062500 1723477445.6278
MEM 405.003906 1723477445.7373
MEM 405.058594 1723477445.8472
MEM 405.058594 1723477445.9572
MEM 404.175781 1723477446.0652
MEM 405.058594 1723477446.1762
MEM 405.074219 1723477446.2832
MEM 405.074219 1723477446.3922
MEM 404.191406 1723477446.5022
MEM 405.074219 1723477446.6122
MEM 405.074219 1723477446.7213
MEM 405.078125 1723477446.8292
MEM 405.078125 1723477446.9382
MEM 405.078125 1723477447.0502
MEM 405.078125 1723477447.1613
MEM 405.078125 1723477447.2713
MEM 405.078125 1723477447.3822
MEM 405.078125 1723477447.4902
MEM 405.078125 1723477447.6002
MEM 405.078125 1723477447.7122
MEM 404.199219 1723477447.8242
MEM 405.082031 1723477447.9342
MEM 405.082031 1723477448.0462
MEM 405.082031 1723477448.1583
MEM 405.082031 1723477448.2683
MEM 405.082031 1723477448.3804
MEM 405.082031 1723477448.4924
MEM 404.199219 1723477448.6024
MEM 405.082031 1723477448.7144
MEM 405.085938 1723477448.8264
MEM 405.085938 1723477448.9381
MEM 405.085938 1723477449.0483
MEM 405.085938 1723477449.1603
MEM 405.085938 1723477449.2713
MEM 405.082031 1723477449.3817
MEM 405.082031 1723477449.4923
MEM 405.082031 1723477449.6013
MEM 405.082031 1723477449.7103
MEM 405.031250 1723477449.8193
MEM 405.035156 1723477449.9291
MEM 405.035156 1723477450.0372
MEM 405.035156 1723477450.1462
MEM 405.035156 1723477450.2568
MEM 405.035156 1723477450.3648
MEM 405.035156 1723477450.4752
MEM 405.035156 1723477450.5842
MEM 405.035156 1723477450.6922
MEM 405.035156 1723477450.8042
MEM 404.156250 1723477450.9112
MEM 405.039062 1723477451.0222
MEM 405.039062 1723477451.1322
MEM 405.039062 1723477451.2413
MEM 405.039062 1723477451.3532
MEM 405.039062 1723477451.4652
MEM 405.039062 1723477451.5772
MEM 405.039062 1723477451.6868
MEM 405.039062 1723477451.7982
MEM 405.042969 1723477451.9102
MEM 404.160156 1723477452.0202
MEM 405.042969 1723477452.1292
MEM 405.042969 1723477452.2392
MEM 405.042969 1723477452.3482
MEM 405.031250 1723477452.4603
MEM 405.031250 1723477452.5702
MEM 405.031250 1723477452.6802
MEM 405.031250 1723477452.7892
MEM 405.031250 1723477452.9006
MEM 405.035156 1723477453.0125
MEM 405.035156 1723477453.1242
MEM 405.035156 1723477453.2362
MEM 404.152344 1723477453.3472
MEM 405.035156 1723477453.4562
MEM 405.035156 1723477453.5662
MEM 405.035156 1723477453.6782
MEM 405.035156 1723477453.7872
MEM 405.035156 1723477453.8982
MEM 405.039062 1723477454.0082
MEM 405.039062 1723477454.1182
MEM 405.039062 1723477454.2302
MEM 405.054688 1723477454.3412
MEM 404.171875 1723477454.4482
MEM 405.054688 1723477454.5602
MEM 405.054688 1723477454.6712
MEM 405.054688 1723477454.7822
MEM 405.054688 1723477454.8941
MEM 405.058594 1723477455.0036
MEM 405.058594 1723477455.1156
MEM 405.058594 1723477455.2277
MEM 405.058594 1723477455.3357
MEM 405.066406 1723477455.4467
MEM 405.066406 1723477455.5541
MEM 405.066406 1723477455.6631
MEM 405.066406 1723477455.7741
MEM 404.183594 1723477455.8841
MEM 405.070312 1723477455.9961
MEM 405.070312 1723477456.1081
MEM 404.468750 1723477456.2171
MEM 405.070312 1723477456.3271
MEM 405.070312 1723477456.4371
MEM 405.070312 1723477456.5461
MEM 405.070312 1723477456.6581
MEM 405.070312 1723477456.7701
MEM 405.070312 1723477456.8821
MEM 404.187500 1723477456.9921
MEM 405.074219 1723477457.1041
MEM 405.058594 1723477457.2126
MEM 405.062500 1723477457.3231
MEM 405.062500 1723477457.4321
MEM 405.062500 1723477457.5411
MEM 405.062500 1723477457.6485
MEM 405.062500 1723477457.7595
MEM 405.062500 1723477457.8715
MEM 405.062500 1723477457.9835
MEM 405.066406 1723477458.0955
MEM 405.066406 1723477458.2075
MEM 404.183594 1723477458.3195
MEM 405.066406 1723477458.4315
MEM 405.066406 1723477458.5402
MEM 405.066406 1723477458.6500
MEM 404.281250 1723477458.7611
MEM 405.066406 1723477458.8731
MEM 405.074219 1723477458.9851
MEM 405.078125 1723477459.0971
MEM 405.082031 1723477459.2091
MEM 405.085938 1723477459.3211
MEM 405.085938 1723477459.4310
MEM 405.085938 1723477459.5401
MEM 405.085938 1723477459.6512
MEM 405.085938 1723477459.7631
MEM 405.085938 1723477459.8730
MEM 405.085938 1723477459.9805
MEM 405.089844 1723477460.0925
MEM 405.089844 1723477460.2030
MEM 404.207031 1723477460.3150
MEM 405.089844 1723477460.4270
MEM 405.089844 1723477460.5390
MEM 405.089844 1723477460.6505
MEM 404.191406 1723477460.7605
MEM 405.074219 1723477460.8714
MEM 405.082031 1723477460.9820
MEM 405.082031 1723477461.0934
MEM 405.085938 1723477461.2004
MEM 405.085938 1723477461.3120
MEM 405.085938 1723477461.4234
MEM 405.085938 1723477461.5344
MEM 405.085938 1723477461.6430
MEM 405.093750 1723477461.7520
MEM 405.093750 1723477461.8641
MEM 405.093750 1723477461.9761
MEM 404.210938 1723477462.0881
MEM 405.097656 1723477462.1981
MEM 405.097656 1723477462.3091
MEM 405.097656 1723477462.4190
MEM 405.097656 1723477462.5304
MEM 405.097656 1723477462.6424
MEM 405.101562 1723477462.7531
MEM 405.101562 1723477462.8648
MEM 405.101562 1723477462.9740
MEM 405.101562 1723477463.0844
MEM 404.222656 1723477463.1960
MEM 405.105469 1723477463.3070
MEM 405.105469 1723477463.4156
MEM 405.105469 1723477463.5260
MEM 405.105469 1723477463.6380
MEM 405.097656 1723477463.7500
MEM 405.097656 1723477463.8600
MEM 405.097656 1723477463.9720
MEM 405.097656 1723477464.0830
MEM 404.218750 1723477464.1919
MEM 405.105469 1723477464.3000
MEM 405.105469 1723477464.4089
MEM 405.105469 1723477464.5189
MEM 404.222656 1723477464.6309
MEM 405.105469 1723477464.7409
MEM 405.105469 1723477464.8529
MEM 405.105469 1723477464.9629
MEM 405.105469 1723477465.0749
MEM 405.105469 1723477465.1859
MEM 404.226562 1723477465.2969
MEM 405.109375 1723477465.4089
MEM 405.109375 1723477465.5189
MEM 405.109375 1723477465.6289
MEM 405.109375 1723477465.7409
MEM 405.109375 1723477465.8503
MEM 405.109375 1723477465.9604
MEM 405.109375 1723477466.0724
MEM 405.109375 1723477466.1840
MEM 405.113281 1723477466.2943
MEM 405.113281 1723477466.4053
MEM 405.113281 1723477466.5153
MEM 404.230469 1723477466.6252
MEM 405.113281 1723477466.7372
MEM 405.113281 1723477466.8473
MEM 405.113281 1723477466.9535
MEM 404.230469 1723477467.0645
MEM 405.113281 1723477467.1728
MEM 405.101562 1723477467.2798
MEM 405.101562 1723477467.3888
MEM 405.101562 1723477467.5003
MEM 405.101562 1723477467.6103
MEM 405.101562 1723477467.7219
MEM 405.101562 1723477467.8339
MEM 405.105469 1723477467.9427
MEM 405.105469 1723477468.0548
MEM 404.226562 1723477468.1649
MEM 405.113281 1723477468.2748
MEM 405.113281 1723477468.3833
MEM 405.113281 1723477468.4938
MEM 405.113281 1723477468.6028
MEM 405.113281 1723477468.7143
MEM 405.113281 1723477468.8263
MEM 405.113281 1723477468.9373
MEM 405.113281 1723477469.0483
MEM 405.113281 1723477469.1603
MEM 405.113281 1723477469.2713
MEM 405.117188 1723477469.3783
MEM 404.234375 1723477469.4872
MEM 405.117188 1723477469.5983
MEM 405.117188 1723477469.7103
MEM 405.105469 1723477469.8223
MEM 404.457031 1723477469.9323
MEM 405.117188 1723477470.0442
MEM 405.117188 1723477470.1562
MEM 405.117188 1723477470.2662
MEM 405.121094 1723477470.3762
MEM 405.125000 1723477470.4862
MEM 405.125000 1723477470.5962
MEM 405.125000 1723477470.7052
MEM 405.125000 1723477470.8152
MEM 405.125000 1723477470.9252
MEM 404.242188 1723477471.0358
MEM 405.125000 1723477471.1468
MEM 405.125000 1723477471.2588
MEM 405.128906 1723477471.3678
MEM 405.128906 1723477471.4778
MEM 405.128906 1723477471.5888
MEM 405.128906 1723477471.6988
MEM 405.128906 1723477471.8102
MEM 404.246094 1723477471.9212
MEM 405.128906 1723477472.0302
MEM 405.128906 1723477472.1422
MEM 405.128906 1723477472.2522
MEM 404.246094 1723477472.3622
MEM 405.132812 1723477472.4742
MEM 405.121094 1723477472.5822
MEM 405.121094 1723477472.6942
MEM 405.125000 1723477472.8062
MEM 405.125000 1723477472.9142
MEM 405.125000 1723477473.0260
MEM 405.125000 1723477473.1342
MEM 405.125000 1723477473.2444
MEM 405.125000 1723477473.3564
MEM 405.128906 1723477473.4652
MEM 405.128906 1723477473.5772
MEM 405.128906 1723477473.6884
MEM 405.128906 1723477473.7992
MEM 405.136719 1723477473.9092
MEM 405.136719 1723477474.0192
MEM 405.136719 1723477474.1312
MEM 405.136719 1723477474.2431
MEM 404.253906 1723477474.3522
MEM 405.140625 1723477474.4642
MEM 405.140625 1723477474.5738
MEM 405.140625 1723477474.6838
MEM 404.257812 1723477474.7938
MEM 405.128906 1723477474.9038
MEM 405.128906 1723477475.0158
MEM 405.132812 1723477475.1258
MEM 405.132812 1723477475.2347
MEM 405.132812 1723477475.3467
MEM 405.136719 1723477475.4561
MEM 405.136719 1723477475.5641
MEM 405.136719 1723477475.6761
MEM 405.144531 1723477475.7861
MEM 405.144531 1723477475.8981
MEM 405.144531 1723477476.0101
MEM 404.261719 1723477476.1211
MEM 405.144531 1723477476.2301
MEM 405.144531 1723477476.3421
MEM 405.144531 1723477476.4522
MEM 405.148438 1723477476.5641
MEM 405.148438 1723477476.6741
MEM 405.148438 1723477476.7841
MEM 404.269531 1723477476.8951
MEM 405.152344 1723477477.0061
MEM 405.156250 1723477477.1171
MEM 404.339844 1723477477.2281
MEM 405.160156 1723477477.3381
MEM 405.160156 1723477477.4502
MEM 405.164062 1723477477.5592
MEM 405.152344 1723477477.6697
MEM 405.156250 1723477477.7791
MEM 405.156250 1723477477.8881
MEM 405.156250 1723477477.9991
MEM 405.156250 1723477478.1106
MEM 404.273438 1723477478.2222
MEM 405.156250 1723477478.3311
MEM 405.156250 1723477478.4381
MEM 405.160156 1723477478.5482
MEM 404.277344 1723477478.6601
MEM 405.160156 1723477478.7711
MEM 405.160156 1723477478.8811
MEM 405.160156 1723477478.9930
MEM 405.160156 1723477479.1051
MEM 405.160156 1723477479.2141
MEM 405.160156 1723477479.3240
MEM 405.160156 1723477479.4350
MEM 405.167969 1723477479.5460
MEM 405.167969 1723477479.6560
MEM 404.285156 1723477479.7635
MEM 405.171875 1723477479.8727
MEM 405.171875 1723477479.9837
MEM 405.171875 1723477480.0928
MEM 405.171875 1723477480.2028
